id,volume
11828,484
11830,479
11832,1552
11834,1757
11836,532
11838,817
11840,9362
11874,369231
11875,1210610
11876,234863
11889,401
11902,578
11905,669
11908,484
11920,2269
11924,305
11926,478
11928,23
11929,20
11930,37
11931,20
11932,18
11933,51
11934,20055
11936,155278
11940,345943
11943,163801
11951,58312
11953,794
11955,3294
11957,13701
11959,1135327
11960,51
11962,3
11964,67
11968,18513
11972,9113
11978,116065
11980,103555
11990,53
11992,91088
11994,504154
11998,535
12000,508
12002,2646
12004,973
12007,108
12193,91
12195,79
12197,416
12199,88
12201,65
12203,181
12205,75
12207,67
12209,54
12211,47
12213,63
12215,47
12217,41
12219,41
12221,47
12223,57
12225,51
12227,35
12229,55
12231,48
12233,38
12235,65
12237,42
12239,25
12241,60
12243,81
12245,44
12247,34
12249,42
12251,50
12253,95
12255,70
12257,133
12259,231
12261,471
12263,76
12265,97
12267,74
12269,121
12271,165
12273,354
12275,82
12277,73
12279,99
12281,110
12283,109
12285,45
12287,52
12289,193
12291,62
12293,74
12295,32
12297,1245
12299,42
12301,56
12303,52
12305,55
12307,42
12309,50
12311,38
12313,45
12315,53
12317,27
12319,78
12321,47
12323,33
12325,44
12327,57
12329,104
12331,28
12333,36
12335,49
12337,24
12339,40
12341,28
12343,22
12345,32
12347,35
12349,25
12351,45
12353,5
12355,32
12357,43
12359,56
12361,126
12363,11
12365,9
12367,33
12369,21
12371,8
12373,17
12375,58
12377,61
12379,26
12381,62
12383,89
12385,39
12387,48
12389,130
12391,62
12393,22
12395,17
12397,20
12399,58
12402,10506
12403,10670
12404,10204
12405,9250
12406,10003
12407,9240
12408,9316
12409,16430
12410,8682
12411,6928
12412,4
12422,3
12424,4
12426,3
12428,88
12430,15
12432,24
12434,25
12437,6
12439,24
12441,23
12443,18
12445,60
12447,57
12449,103
12451,80
12453,110
12455,76
12460,65
12462,48
12464,27
12466,65
12468,71
12470,33
12472,50
12474,30
12476,46
12478,60
12480,110
12482,40
12484,22
12486,60
12488,43
12490,260
12492,468
12494,383
12496,357
12498,131
12500,392
12502,333
12504,257
12506,183
12508,355
12510,332
12512,305
12514,77
12516,57
12518,46
12520,44
12522,40
12524,106
12526,125
12528,48
12530,25
12532,38
12534,35
12536,43
12538,17
12540,19
12596,301
12598,188
12601,289
12603,249
12605,187
12613,229
12614,241
12615,224
12616,234
12617,259
12618,274
12619,250
12620,280
12621,269
12622,270
12623,259
12624,245
12625,612163
12627,33350
12629,4392
12631,67851
12633,330
12635,3
12640,2205822
12642,9140
12695,377623
12697,4145
12699,8793
12701,11488
12757,9
12759,5
12761,6
12763,7
12769,16
12771,37
12775,26512
12776,4478
12777,1722
12778,10225
12779,5033
12780,5632
12781,1054
12782,1786
12783,604
12786,2183
12789,137
12798,19
12800,64
12802,38
12804,39
12817,125
12819,5
12821,352
12823,19
12825,129
12827,134
12829,1920
12831,494
12833,158
12846,5
12849,20
12851,549
12863,990
12865,471
12867,138
12869,180
12871,1615
12873,531
12875,238
12877,2749
12879,105
12881,192
12883,172
12885,6
12900,933
12902,688
12905,113165
12907,502
12909,1317
12911,301
12913,102964
12915,1097
12917,1836
12919,8278
12922,188
12924,1649
12927,193
12929,1546
12932,227
12934,53604430
12936,31
12938,32277
12960,164
12962,16
12964,18
12966,0
12968,70
12970,11
12972,609
12974,91
12976,20
12978,2
12980,42
12982,8
12984,150
12986,3
12988,272
12990,26
12992,17
12994,7
12996,73
12998,11
13000,333
13002,12
13004,19
13006,0
13008,51
13010,14
13012,291
13014,16
13016,25
13018,3
13020,71
13022,13
13024,566
13026,76
13028,94
13030,16
13032,117
13034,47
13036,41
13038,4
13040,130
13042,10
13044,118
13046,12
13048,71
13050,10
13052,83
13054,5
13056,99
13058,23
13060,207
13062,19
13064,102
13066,8847
13149,105
13151,218
13153,77
13155,88
13157,140
13159,148
13161,46
13163,53
13165,48
13167,37
13169,84
13171,68
13173,685
13175,1707
13227,126
13229,91
13231,80
13233,211
13235,1089
13237,928
13239,2110
13245,35
13256,57
13263,458
13265,222
13267,26
13269,25
13271,928
13277,15
13383,2495
13385,1181
13387,2643
13389,2648
13391,1263769
13421,1826172
13431,763918
13439,1843825
13441,2114669
13448,310
13451,21
13454,121
13457,77
13460,301
13463,99
13466,20
13469,46
13472,6808
13475,28990
13478,711
13481,501
13484,2871
13487,2724
13490,3094
13493,3312
13496,11321
13499,475
13502,12933
13505,3533
13508,12369
13511,55880
13573,1511481
13576,1079
13652,1333
13657,4205
13658,2242
19478,370
19481,1317
19484,356092
19486,306
19488,957
19490,35528
19493,4
19496,9
19501,0
19529,445
19532,8
19535,8
19538,5
19541,3
19544,961
19547,1498
19550,638
19553,2659
19570,211
19572,1962
19574,975
19576,3829
19578,19460
19580,1658470
19582,2023955
19584,1041351
19586,95
19589,77
19592,135
19595,0
19598,0
19601,146
19604,2
19607,4
19610,100
19613,20887
19615,16262
19617,7157
19619,36799
19621,17147
19623,6128
19625,4653
19627,8183
19629,110335
19631,7427
19653,2149
19656,501
19662,4878
19665,624
19669,913893
19672,51039
19701,14
19707,47
19724,16
19727,23
19912,31
19915,27
19918,47
19921,451
19924,343
19927,381
19930,426
19933,415
19936,421
19943,9
19946,13
19949,10
19952,21
19955,13
19958,8
19961,5
19964,4
19967,6
19970,3
19973,12
19976,8
19979,5
19982,9
19985,3
19988,23
19991,26
19994,121
19997,82
20002,48
20005,11
20008,18
20011,0
20014,0
20017,26
20020,24
20023,23
20026,32
20029,28
20032,35
20035,50
20038,41
20041,37
20044,63
20047,45
20050,176
20053,36
20056,77
20059,3
20062,251
20065,202
20068,85
20071,48
20074,45
20077,18
20080,9
20083,5
20086,8
20089,6
20092,2
20095,44
20098,48
20101,29
20104,48
20107,50
20110,17
20113,21
20116,26
20119,34
20122,14
20125,36
20128,53
20131,93
20134,39
20137,71
20140,67
20143,136
20146,57
20149,87
20152,48
20155,83
20158,6
20161,8
20166,48
20169,40
20172,41
20175,42
20178,43
20181,36
20184,56
20187,78
20190,32
20193,43
20196,44
20199,13
20202,16
20205,54
20208,58
20211,51
20214,63
20217,57
20220,669
20223,716
20226,847
20229,552
20232,667
20235,597
20238,8606
20240,140
20243,88
20246,61
20251,47
20254,41
20257,44
20260,43
20263,57
20266,50
20269,40
20272,57
20275,137
20376,11
20379,0
20382,15
20385,1
20433,20
20436,12
20439,15
20442,14
20517,457
20520,413
20590,158
20595,431
20716,1493
20718,307351
20724,81
20727,744
20730,144
20733,89
20736,318
20739,108
20749,7412
20756,253
20849,78008
20997,206
21000,771
21003,790
21006,370
21009,610
21012,807
21015,547
21018,274
21021,282
21024,263
21028,493
21034,331
21043,17
21047,1030
21049,117
21079,330
21081,29
21084,1101
21087,6
21090,3810
21093,8990
21096,3
21099,561
21102,5617
21105,1103
21108,502
21111,12704
21114,11318
21117,15671
21120,55387
21123,18412
21126,367
21129,369
21140,76
21143,135363
21146,18183
21157,12
21160,427
21163,37984
21166,35502
21177,31152
21180,494
21183,19369
21202,10
21257,1504
21270,32
21279,176
21298,764
21301,597
21304,1023
21316,549673
21318,31990
21320,37
21322,87
21324,0
21326,11445740
21332,7930
21334,7281
21336,31829
21338,193503
21347,554276
21350,4633497
21352,6421
21387,269
21477,5485
21480,13134
21483,381659
21486,6453
21488,10960
21490,21309
21504,230710
21512,749
21515,1846
21518,1335
21521,2480
21543,21936
21545,21991
21555,3168529
21622,1299318
21626,770
21634,122
21637,2
21643,235
21646,342
21649,28
21652,55476
21684,1
21690,792
21730,43
21733,487
21736,302
21739,322
21742,457
21745,5
21754,24853
21802,217076
21804,1271
21807,2167
21810,2431
21813,639
21817,230717
21820,42743510
21838,31
21880,6046589
21882,0
21885,0
21892,139
21895,8
21902,2883
21905,1452542
21918,114
21921,0
21924,1021
21926,4602
21928,1208
21930,2683967
21932,417107
21934,3297
21936,7551
21938,7099
21940,223277
21942,18853
21944,2775229
21946,1470271
21948,251968
21950,28174
21952,102
21955,8327
21957,103
21959,0
21961,37621
21963,19490
21965,231
21967,595678
21969,621780
21971,107530
21973,47969
21975,70940
21978,57509
21981,21
21984,21
21987,6166
21994,0
21997,0
22003,777
22006,29
22097,0
22100,0
22103,3
22106,54
22111,441
22118,1485
22121,1031
22124,913076
22192,3053
22195,4617
22198,11284
22201,17806
22204,24719
22209,65026
22212,904
22215,3373
22218,1591
22221,5
22224,0
22231,172
22236,16
22239,9
22246,224
22251,2787
22254,9951
22257,16591
22260,1649
22263,604
22266,37507
22269,34
22272,940
22275,149
22278,166
22281,184
22284,1816
22290,4
22294,257
22296,166
22299,307
22302,331
22305,352
22324,580
22326,341
22327,293
22328,307
22368,187
22372,17
22430,0
22438,395
22443,7233
22446,105512
22449,8737
22452,1356
22455,55
22458,17
22461,26933
22464,371
22467,234
22470,239
22477,176
22481,527
22486,251
22542,391
22547,331
22552,187
22557,4377
22593,279068
22595,279540
22597,278873
22599,60672
22601,19186
22603,136964
22610,0
22613,0
22622,0
22634,0
22636,0
22647,0
22731,44
22734,0
22737,0
22740,15
22780,49865
22783,19266
22786,125689
22789,5170
22795,4113
22804,77377
22806,385
22808,107
22810,70678
22818,150048
22826,305
22829,192
22832,36
22835,8
22856,3198
22859,2320
22866,4316
22869,2342
22871,1217
22873,4276
22877,3849
22879,88895
22887,5652
22929,41715
22932,1187
22935,13125
22949,5746
22951,724
22954,413
22957,68
22960,183
22963,48
22966,40
22975,2474
22978,1042
22983,383
22988,120
22994,325
22999,8
23002,992
23037,449
23047,98
23050,74
23053,95
23056,48
23059,37
23064,25
23110,44
23113,558
23116,120
23119,43
23124,18
23185,53
23188,28
23191,27
23194,53
23197,40
23200,39
23203,43
23206,24
23209,8
23212,9
23215,10
23218,1
23221,14
23224,67
23227,44
23232,51
23237,44
23242,9
23246,247
23249,135
23252,17
23255,11
23258,11
23261,33
23264,45
23267,66
23270,12
23273,15
23276,35
23279,50
23282,17
23285,258
23288,93
23291,77
23294,120
23297,53
23300,77
23303,82
23306,87
23309,45
23312,103
23315,58
23318,42
23321,73
23324,91
23327,78
23336,0
23339,0
23342,2
23345,0
23348,151
23351,75
23354,116
23357,55
23360,193
23363,50
23366,35
23369,37
23372,37
23375,27
23378,26
23381,102
23384,57
23387,3907
23389,953
23392,53
23395,41
23398,44
23401,52
23404,40
23407,74
23410,159
23413,172
23490,4739
23499,3253
23517,1404
23522,54
23525,9
23528,393
23667,9
23685,175404
23688,2332
23691,4113
23694,22583
23697,7475
23700,54
23703,15
23706,56
23709,9496
23712,108
23715,113
23718,10
23721,8186
23724,12
23727,8
23730,6
23733,176428
23736,2802
23739,2044
23742,7577
23745,26185
23748,110
23751,92
23754,170
23908,82
23943,48
23948,0
23953,108
23956,2726
23959,5540
23997,17
24000,41
24003,11
24006,10
24009,15
24012,10
24015,12
24018,11
24021,6
24024,11
24027,20
24034,34
24037,29
24040,35
24043,9
24046,21
24144,18
24187,3654
24219,73
24229,2844
24251,20424
24268,899
24288,134
24291,161
24294,146
24333,65
24336,1054
24387,12
24389,11
24391,14
24393,20
24395,11
24397,5
24399,4
24401,2
24403,3
24405,8
24407,12
24409,1
24411,8
24413,4
24417,121
24419,130
24420,135
24421,134
24422,373
24460,3
24463,26
24466,26
24469,3
24472,1
24475,9
24488,191
24495,6
24511,55
24514,71
24517,62
24585,3054
24587,347
24589,667626
24592,174544
24595,115825
24598,384631
24607,1544679
24613,862827
24615,450126
24621,454302
24623,884
24626,10
24629,7
24632,5
24635,24485
24638,136
24641,172
24644,1456
24740,893
24774,3452
24777,1654
24782,2
24785,431
24844,117
24949,2357
24951,2449
24953,43428
24955,6711
24957,2212
24959,1565
24961,19050
24963,1378
25001,1
25004,3
25007,3
25010,2
25013,2
25016,3
25019,2
25022,1
25025,2
25028,0
25031,1
25034,1
25037,1
25056,3
25087,3
25090,79
25093,2
25096,2
25099,113
25139,3491
25380,0
25383,1
25386,4
25389,261
25392,56
25395,104
25398,146
25401,241
25404,1078
25407,371
25410,710
25413,369
25416,963
25419,40561
25442,12
25445,16
25448,33
25451,16
25454,89
25478,91
25481,193
25521,21
25524,12
25576,207
25578,120371
25766,5698
25769,27389
25772,13735
25775,17185
25778,30667
25826,2
25833,242
25849,5924118
25851,16000
25853,2170657
25855,2360
25857,92
25859,113
25862,316
25975,2081
25985,1003
25991,0
25994,0
25997,0
26000,0
26003,0
26006,0
26009,0
26012,0
26015,0
26018,0
26021,0
26024,0
26027,0
26030,0
26033,0
26036,0
26039,0
26042,0
26045,0
26048,0
26051,0
26054,0
26057,0
26060,0
26063,0
26066,0
26069,0
26072,0
26075,0
26078,0
26081,0
26084,0
26087,0
26090,0
26093,0
26096,0
26099,0
26102,0
26105,0
26108,0
26111,0
26114,0
26117,0
26120,0
26123,0
26126,0
26129,0
26132,0
26135,0
26138,0
26141,0
26144,0
26147,0
26219,2247
26221,170
26223,178
26225,203
26227,174
26229,213
26231,68490
26233,258
26235,326
26241,526
26243,505
26245,519
26266,3
26340,49927
26342,38940
26344,642
26346,314
26350,1
26353,0
26368,46917
26370,9
26372,26
26374,316
26376,30
26378,44
26380,33
26382,217
26384,175
26386,177
26390,10203
26394,31
26421,93
26424,3
26427,5
26430,0
26433,1
26436,0
26439,2
26442,1
26445,2
26448,1
26451,1
26454,1
26457,1
26460,1
26479,338
26500,18
26517,5
26528,308
26541,51
26554,2
26557,1
26560,4
26602,0
26788,4988
26798,1069
26801,21
26804,82
26815,162
26945,452
26997,17103
27014,604
27202,46508
27205,17528
27208,1217
27211,9138
27226,329
27229,266
27232,270
27235,371
27238,293
27241,309
27269,29
27272,72303
27277,285
27355,204
27612,463
27614,335
27616,57872670
27629,38547
27632,119
27635,164
27638,1508
27641,344
27652,1253
27657,1116
27662,632
27667,178
27670,228
27673,216
27676,302
27681,67
27684,99
27687,70
27690,955
27785,47
27897,17923
28146,18
28149,11
28152,3280
28154,490
28157,172410
28159,1973
28161,183270
28163,3
28166,6
28179,1288
28181,100
28184,4180
28190,31
28193,0
28196,0
28199,0
28202,0
28205,0
28208,0
28211,0
28214,0
28217,0
28220,0
28223,0
28226,0
28276,534
28295,12
28298,1
28301,12
28304,9
28307,193
28310,151
28313,249
28316,193
28334,5320
28338,162
28478,0
28481,0
28484,0
28487,0
28490,0
28493,0
28496,0
28499,0
28502,0
28505,0
28508,0
28511,0
28514,0
28517,0
28520,0
28523,0
28526,0
28529,0
28531,0
28534,0
28537,0
28540,0
28545,0
28549,0
28561,0
28564,0
28567,0
28570,0
28583,122
